Time_s,Voltage_V,Current_A,Power_W,SOC_Percent,DTB_Temp_C,TC0_Temp_C,TC1_Temp_C
9747.047,4.195,1.312,5.447,91.14,30.20,2288.25,20.90
9754.005,4.195,1.302,5.402,91.19,30.20,2288.24,20.89
9760.941,4.198,1.293,5.356,91.24,30.15,2288.24,20.87
9767.889,4.195,1.284,5.310,91.29,30.10,2288.24,20.86
9774.872,4.198,1.275,5.310,91.34,30.10,2288.24,20.86
9781.814,4.195,1.268,5.264,91.40,30.05,2288.26,20.87
9788.785,4.198,1.259,5.219,91.45,29.95,2288.24,20.89
9795.711,4.198,1.250,5.173,91.49,29.95,2288.25,20.89
9802.655,4.195,1.245,5.173,91.54,29.95,2288.25,20.89
9809.624,4.195,1.236,5.127,91.59,29.95,2288.27,20.86
9816.556,4.195,1.229,5.081,91.64,29.95,2288.25,20.88
9823.518,4.198,1.225,5.081,91.69,29.95,2288.25,20.89
9830.468,4.198,1.218,5.035,91.74,29.95,2288.25,20.88
9837.444,4.195,1.209,4.990,91.79,29.95,2288.26,20.89
9844.378,4.195,1.202,4.990,91.83,29.90,2288.26,20.88
9851.350,4.198,1.195,4.944,91.88,29.90,2288.27,20.88
9858.280,4.195,1.190,4.944,91.93,29.90,2288.25,20.85
9865.242,4.195,1.181,4.898,91.98,30.00,2288.26,20.85
9872.213,4.198,1.176,4.852,92.02,30.00,2288.25,20.87
9879.154,4.198,1.172,4.852,92.07,30.00,2288.27,20.83
9886.106,4.195,1.165,4.807,92.11,30.00,2288.27,20.83
9893.087,4.198,1.160,4.807,92.16,30.00,2288.28,20.82
9900.015,4.195,1.158,4.807,92.21,30.05,2288.27,20.82
9906.993,4.195,1.149,4.761,92.25,30.05,2288.29,20.80
9913.917,4.195,1.144,4.761,92.30,30.05,2288.29,20.77
9920.893,4.195,1.140,4.715,92.34,30.10,2288.29,20.77
9927.828,4.195,1.133,4.715,92.39,30.10,2288.29,20.80
9936.809,4.198,1.128,4.669,92.44,30.00,2288.31,20.79
9944.731,4.195,1.122,4.623,92.50,30.00,2288.31,20.77
9951.677,4.195,1.117,4.623,92.54,29.95,2288.32,20.80
9958.684,4.195,1.112,4.623,92.58,29.95,2288.32,20.83
9965.618,4.198,1.106,4.578,92.63,29.90,2288.33,20.82
9974.543,4.198,1.101,4.578,92.68,29.90,2288.33,20.81
9981.495,4.198,1.096,4.532,92.73,29.90,2288.33,20.79
9988.471,4.198,1.092,4.532,92.77,29.90,2288.35,20.80
9995.403,4.195,1.085,4.486,92.81,29.95,2288.36,20.79
10002.347,4.195,1.078,4.486,92.86,30.00,2288.37,20.79
10009.313,4.195,1.076,4.440,92.90,30.00,2288.36,20.80
10016.290,4.195,1.073,4.440,92.94,30.10,2288.36,20.80
10023.233,4.198,1.067,4.395,92.98,30.10,2288.38,20.80
10032.191,4.198,1.064,4.395,93.04,30.10,2288.40,20.78
10040.104,4.198,1.060,4.395,93.09,30.15,2288.39,20.77
10047.058,4.195,1.055,4.349,93.13,30.15,2288.41,20.78
10054.010,4.198,1.051,4.349,93.17,30.10,2288.42,20.78
10060.979,4.198,1.046,4.303,93.21,30.00,2288.42,20.81
10067.924,4.198,1.041,4.303,93.25,29.90,2288.43,20.79
10074.884,4.195,1.037,4.303,93.29,29.85,2288.44,20.80
10081.845,4.198,1.032,4.257,93.33,29.85,2288.45,20.80
10088.782,4.198,1.028,4.257,93.37,29.85,2288.45,20.80
10095.754,4.198,1.023,4.257,93.41,29.85,2288.47,20.82
10102.692,4.195,1.021,4.211,93.46,29.90,2288.47,20.81
10109.654,4.198,1.016,4.211,93.50,29.95,2288.48,20.80
10116.594,4.195,1.014,4.211,93.54,30.05,2288.49,20.79
10123.566,4.195,1.007,4.166,93.58,30.05,2288.49,20.80
10130.499,4.198,1.003,4.166,93.61,30.10,2288.51,20.81
10137.469,4.198,1.003,4.120,93.65,30.10,2288.52,20.79
10144.437,4.195,0.996,4.120,93.69,30.15,2288.54,20.77
10151.399,4.195,0.993,4.120,93.73,30.15,2288.54,20.79
10158.335,4.195,0.986,4.074,93.77,30.15,2288.55,20.79
10165.306,4.195,0.984,4.074,93.81,30.15,2288.56,20.81
10172.234,4.195,0.982,4.074,93.85,30.10,2288.56,20.82
10179.197,4.198,0.977,4.028,93.89,30.05,2288.57,20.83
10186.135,4.198,0.973,4.028,93.93,30.00,2288.59,20.82
10193.106,4.195,0.970,4.028,93.97,30.00,2288.58,20.78
10200.071,4.198,0.966,3.983,94.00,30.05,2288.60,20.80
10207.031,4.198,0.959,3.983,94.04,30.05,2288.61,20.80
10213.982,4.195,0.957,3.937,94.08,30.05,2288.61,20.79
10220.932,4.198,0.954,3.937,94.12,30.05,2288.62,20.80
10227.867,4.195,0.950,3.937,94.16,30.05,2288.63,20.80
10234.833,4.198,0.945,3.891,94.19,30.05,2288.64,20.80
10241.814,4.195,0.943,3.891,94.23,30.05,2288.66,20.79
10248.744,4.198,0.938,3.891,94.27,30.10,2288.65,20.80
10255.698,4.198,0.934,3.845,94.30,30.10,2288.66,20.80
10262.632,4.195,0.929,3.845,94.34,30.10,2288.67,20.79
10269.598,4.195,0.927,3.845,94.38,30.10,2288.68,20.81
10276.540,4.195,0.918,3.799,94.41,30.10,2288.68,20.83
10283.500,4.198,0.918,3.799,94.45,30.10,2288.69,20.81
10290.446,4.198,0.913,3.754,94.49,30.10,2288.70,20.83
10297.417,4.195,0.909,3.754,94.52,30.00,2288.71,20.83
10304.429,4.195,0.904,3.754,94.56,30.00,2288.70,20.84
10311.344,4.198,0.902,3.708,94.59,30.00,2288.71,20.84
10318.296,4.195,0.897,3.708,94.63,29.95,2288.73,20.84
10325.274,4.195,0.895,3.708,94.67,29.95,2288.73,20.85
10332.200,4.198,0.886,3.662,94.70,29.95,2288.72,20.85
10339.166,4.198,0.886,3.662,94.74,29.95,2288.74,20.84
10346.114,4.195,0.881,3.662,94.77,29.95,2288.75,20.84
10353.101,4.198,0.877,3.616,94.81,29.95,2288.75,20.84
10360.055,4.198,0.872,3.616,94.84,29.95,2288.75,20.84
10367.019,4.198,0.867,3.571,94.87,29.95,2288.76,20.84
10373.963,4.198,0.865,3.571,94.91,29.95,2288.76,20.85
10380.899,4.198,0.856,3.525,94.94,29.85,2288.78,20.87
10387.869,4.195,0.856,3.525,94.98,29.85,2288.78,20.86
10394.813,4.195,0.851,3.525,95.01,29.75,2288.78,20.87
10401.765,4.195,0.849,3.525,95.04,29.80,2288.78,20.86
10408.704,4.198,0.842,3.479,95.08,29.90,2288.78,20.84
10415.672,4.195,0.840,3.479,95.11,30.00,2288.80,20.86
10422.636,4.195,0.835,3.433,95.14,30.05,2288.79,20.86
10429.598,4.198,0.831,3.433,95.18,30.05,2288.81,20.87
10436.547,4.195,0.826,3.387,95.21,30.10,2288.81,20.88
10443.509,4.198,0.822,3.387,95.24,30.10,2288.82,20.89
10450.450,4.198,0.819,3.387,95.27,30.10,2288.81,20.88
10457.443,4.198,0.813,3.342,95.31,30.15,2288.83,20.91
10466.373,4.198,0.810,3.342,95.35,30.15,2288.82,20.93
10473.324,4.198,0.806,3.342,95.38,30.15,2288.83,20.93
10480.263,4.198,0.801,3.296,95.41,30.15,2288.84,20.92
10487.224,4.198,0.799,3.296,95.44,30.15,2288.82,20.94
10494.177,4.198,0.792,3.250,95.47,30.15,2288.85,20.94
10501.124,4.198,0.792,3.250,95.51,30.05,2288.85,20.97
10508.083,4.195,0.785,3.250,95.54,30.05,2288.84,20.95
10515.051,4.195,0.780,3.204,95.57,29.85,2288.86,20.94
10521.982,4.195,0.780,3.204,95.60,29.85,2288.84,20.92
10528.932,4.195,0.774,3.204,95.63,29.85,2288.87,20.94
10535.922,4.195,0.769,3.159,95.66,29.85,2288.88,20.94
10542.839,4.195,0.764,3.159,95.69,29.85,2288.88,20.92
10549.797,4.195,0.762,3.159,95.72,29.95,2288.86,20.93
10556.755,4.195,0.760,3.113,95.75,29.95,2288.88,20.92
10563.730,4.195,0.753,3.113,95.78,29.95,2288.89,20.94
10570.647,4.198,0.748,3.067,95.81,29.95,2288.88,20.92
10577.615,4.198,0.746,3.067,95.84,29.95,2288.89,20.94
10584.590,4.198,0.742,3.067,95.87,29.95,2288.89,20.92
10591.527,4.198,0.739,3.021,95.90,29.95,2288.89,20.96
10598.513,4.195,0.732,3.021,95.93,29.95,2288.89,20.96
10605.430,4.195,0.728,2.975,95.96,29.90,2288.89,20.95
10612.385,4.198,0.723,2.975,95.98,29.90,2288.89,20.94
10619.383,4.195,0.721,2.975,96.01,29.90,2288.89,20.93
10626.344,4.195,0.719,2.930,96.04,29.95,2288.88,20.93
10633.259,4.195,0.714,2.930,96.07,29.95,2288.88,20.94
10640.215,4.195,0.710,2.930,96.10,29.95,2288.89,20.92
10647.182,4.195,0.703,2.884,96.13,30.00,2288.90,20.93
10654.138,4.195,0.703,2.884,96.15,30.10,2288.90,20.92
10661.067,4.195,0.696,2.838,96.18,30.10,2288.91,20.96
10668.031,4.195,0.691,2.838,96.21,30.10,2288.89,20.95
10674.974,4.195,0.689,2.838,96.24,30.10,2288.90,20.94
10681.970,4.195,0.682,2.792,96.26,30.10,2288.90,20.92
10688.901,4.195,0.682,2.792,96.29,30.10,2288.92,20.92
10695.856,4.198,0.675,2.792,96.32,30.10,2288.90,20.91
10702.807,4.198,0.673,2.747,96.34,30.10,2288.91,20.91
10709.767,4.195,0.668,2.747,96.37,30.10,2288.91,20.89
10716.744,4.198,0.664,2.747,96.40,30.10,2288.90,20.91
10723.697,4.198,0.659,2.701,96.42,30.10,2288.91,20.90
10730.647,4.195,0.655,2.701,96.45,30.05,2288.90,20.91
10737.578,4.195,0.650,2.655,96.47,30.00,2288.91,20.90
10744.540,4.198,0.645,2.655,96.50,29.90,2288.90,20.93
10751.503,4.195,0.643,2.655,96.53,29.90,2288.91,20.93
10758.449,4.195,0.639,2.609,96.55,29.85,2288.92,20.93
10765.402,4.198,0.634,2.609,96.58,29.85,2288.91,20.92
10772.366,4.195,0.632,2.609,96.60,29.85,2288.91,20.92
10781.315,4.195,0.627,2.563,96.63,29.85,2288.91,20.91
10789.254,4.195,0.623,2.563,96.66,29.85,2288.92,20.93
10798.193,4.195,0.616,2.518,96.69,29.85,2288.92,20.92
10805.157,4.198,0.611,2.518,96.72,29.85,2288.92,20.93
10812.102,4.195,0.609,2.472,96.74,29.90,2288.92,20.93
10819.054,4.195,0.602,2.472,96.76,29.95,2288.92,20.94
10825.996,4.195,0.600,2.472,96.79,30.00,2288.91,20.96
10832.971,4.195,0.595,2.426,96.81,30.00,2288.93,20.99
10839.899,4.198,0.593,2.426,96.84,30.00,2288.92,20.98
10846.880,4.198,0.588,2.426,96.86,30.05,2288.92,20.97
10853.818,4.195,0.584,2.380,96.88,30.05,2288.90,20.95
10860.777,4.195,0.579,2.380,96.91,30.20,2288.92,20.93
10867.729,4.195,0.574,2.335,96.93,30.15,2288.92,20.93
10874.685,4.195,0.570,2.335,96.95,30.20,2288.92,20.97
10881.614,4.195,0.570,2.335,96.97,30.20,2288.91,21.00
10888.571,4.195,0.563,2.289,97.00,30.15,2288.90,21.02
10895.539,4.195,0.561,2.289,97.02,30.10,2288.93,21.04
10902.488,4.195,0.556,2.289,97.04,30.10,2288.91,21.02
10909.438,4.195,0.554,2.243,97.06,30.10,2288.90,20.99
10916.396,4.195,0.547,2.243,97.08,30.15,2288.90,20.99
10923.365,4.195,0.540,2.197,97.10,30.15,2288.90,20.97
10930.298,4.195,0.540,2.197,97.13,30.15,2288.92,20.99
10937.245,4.198,0.536,2.197,97.15,30.15,2288.91,20.98
10944.217,4.195,0.533,2.152,97.17,30.10,2288.91,20.97
10951.160,4.195,0.529,2.152,97.19,30.10,2288.91,20.95
10958.114,4.198,0.524,2.152,97.21,30.10,2288.89,20.95
10965.058,4.198,0.520,2.106,97.23,30.10,2288.91,20.95
10972.022,4.198,0.510,2.106,97.25,30.10,2288.89,20.97
10978.987,4.195,0.515,2.106,97.27,30.05,2288.90,20.96
10985.927,4.198,0.508,2.060,97.29,30.05,2288.89,20.94
10992.884,4.198,0.506,2.060,97.31,30.05,2288.90,20.93
10999.827,4.198,0.499,2.060,97.33,30.00,2288.90,20.93
11006.796,4.195,0.494,2.014,97.35,30.00,2288.90,20.95
11013.740,4.198,0.492,2.014,97.37,30.00,2288.89,20.93
11020.686,4.198,0.490,2.014,97.39,30.00,2288.90,20.94
11027.664,4.195,0.485,1.968,97.41,30.00,2288.89,20.94
11036.593,4.195,0.481,1.968,97.43,29.95,2288.89,20.91
11043.579,4.195,0.476,1.923,97.45,29.95,2288.88,20.91
11050.521,4.195,0.474,1.923,97.47,29.95,2288.89,20.92
11057.459,4.195,0.471,1.923,97.49,30.00,2288.88,20.91
11064.446,4.195,0.467,1.877,97.51,30.00,2288.88,20.90
11071.381,4.195,0.462,1.877,97.53,30.00,2288.89,20.92
11078.323,4.198,0.458,1.877,97.55,30.00,2288.87,20.94
11085.293,4.198,0.455,1.831,97.56,30.00,2288.87,20.93
11092.269,4.198,0.451,1.831,97.58,30.00,2288.88,20.92
11099.201,4.195,0.446,1.831,97.60,30.00,2288.88,20.91
11106.156,4.198,0.442,1.785,97.62,30.00,2288.89,20.91
11113.109,4.198,0.439,1.785,97.63,30.00,2288.88,20.90
11120.039,4.198,0.435,1.785,97.65,30.00,2288.87,20.89
11127.014,4.198,0.433,1.740,97.67,29.90,2288.88,20.91
11133.992,4.198,0.430,1.740,97.69,29.80,2288.86,20.91
11140.915,4.198,0.426,1.740,97.70,29.80,2288.88,20.90
11147.891,4.195,0.421,1.694,97.72,29.80,2288.86,20.91
11154.854,4.195,0.419,1.694,97.74,29.80,2288.88,20.91
11161.779,4.195,0.412,1.648,97.75,29.80,2288.86,20.88
11168.727,4.195,0.412,1.694,97.77,29.85,2288.85,20.90
11175.676,4.195,0.407,1.648,97.78,29.90,2288.87,20.90
11182.669,4.195,0.405,1.648,97.80,29.95,2288.86,20.92
11189.619,4.195,0.403,1.648,97.82,30.00,2288.87,20.93
11196.563,4.195,0.398,1.602,97.83,30.00,2288.88,20.93
11203.506,4.195,0.396,1.602,97.85,30.00,2288.85,20.92
11210.501,4.195,0.391,1.602,97.86,30.00,2288.86,20.90
11217.437,4.198,0.387,1.556,97.88,30.00,2288.86,20.91
11224.401,4.198,0.385,1.556,97.89,30.00,2288.86,20.93
11231.355,4.198,0.380,1.556,97.91,29.95,2288.86,20.93
11238.333,4.195,0.378,1.511,97.92,29.95,2288.86,20.92
11245.247,4.195,0.375,1.511,97.94,29.95,2288.86,20.91
11252.188,4.198,0.371,1.511,97.95,29.95,2288.85,20.91
11259.161,4.195,0.369,1.511,97.97,29.95,2288.86,20.91
11266.098,4.198,0.366,1.465,97.98,29.90,2288.86,20.91
11273.074,4.198,0.364,1.465,98.00,29.95,2288.85,20.90
11280.016,4.198,0.362,1.465,98.01,30.00,2288.87,20.89
11286.967,4.198,0.357,1.419,98.03,30.00,2288.85,20.89
11293.929,4.195,0.357,1.419,98.04,30.05,2288.86,20.88
11300.863,4.198,0.352,1.419,98.05,30.05,2288.85,20.90
11307.849,4.195,0.348,1.419,98.07,30.05,2288.85,20.90
11314.776,4.198,0.346,1.373,98.08,30.05,2288.84,20.91
11321.740,4.195,0.343,1.373,98.10,30.05,2288.86,20.90
11328.673,4.195,0.341,1.373,98.11,30.05,2288.85,20.89
11335.657,4.195,0.336,1.328,98.12,30.10,2288.87,20.89
11342.604,4.195,0.334,1.328,98.14,30.10,2288.85,20.91
11351.538,4.198,0.330,1.328,98.15,30.10,2288.84,20.93
11358.502,4.195,0.325,1.282,98.17,30.10,2288.85,20.94
11365.466,4.195,0.323,1.282,98.18,30.10,2288.86,20.94
11374.379,4.195,0.320,1.282,98.19,30.10,2288.84,20.94
11381.379,4.195,0.309,1.236,98.21,30.00,2288.86,20.95
11388.296,4.198,0.314,1.236,98.22,29.90,2288.84,20.94
11395.265,4.195,0.309,1.236,98.23,29.80,2288.85,20.93
11402.215,4.198,0.309,1.236,98.24,29.75,2288.86,20.92
11409.186,4.198,0.304,1.236,98.26,29.75,2288.84,20.92
11416.121,4.195,0.304,1.190,98.27,29.75,2288.84,20.92
11423.062,4.198,0.300,1.190,98.28,29.75,2288.84,20.92
11430.051,4.198,0.293,1.190,98.29,29.75,2288.84,20.93
11436.981,4.195,0.293,1.190,98.30,29.80,2288.84,20.93
11443.930,4.195,0.293,1.144,98.31,29.80,2288.84,20.92
11450.872,4.198,0.291,1.144,98.33,29.95,2288.83,20.90
11457.835,4.195,0.286,1.144,98.34,29.95,2288.83,20.92
11464.775,4.198,0.284,1.144,98.35,29.95,2288.83,20.91
11471.747,4.195,0.279,1.099,98.36,29.95,2288.84,20.90
11478.712,4.198,0.277,1.099,98.37,30.00,2288.83,20.91
11485.654,4.198,0.277,1.099,98.38,30.00,2288.83,20.90
11492.602,4.195,0.272,1.099,98.39,30.05,2288.83,20.89
11499.567,4.195,0.270,1.053,98.40,30.05,2288.83,20.87
11506.504,4.195,0.268,1.053,98.41,30.05,2288.82,20.85
11513.463,4.198,0.266,1.053,98.42,30.05,2288.83,20.88
11520.405,4.195,0.261,1.053,98.44,30.05,2288.82,20.89
11527.388,4.195,0.263,1.053,98.45,30.05,2288.82,20.91
11534.314,4.195,0.261,1.053,98.46,30.05,2288.81,20.92
11541.273,4.195,0.256,1.007,98.47,30.05,2288.82,20.92
11548.251,4.195,0.254,1.007,98.48,29.95,2288.83,20.91
11555.197,4.195,0.252,1.007,98.49,29.95,2288.83,20.89
11562.148,4.198,0.249,1.007,98.50,29.95,2288.81,20.88
11569.092,4.195,0.247,0.961,98.51,29.95,2288.80,20.90
11576.049,4.195,0.247,0.961,98.52,29.95,2288.81,20.93
11582.996,4.198,0.243,0.961,98.53,29.95,2288.79,20.95
11589.977,4.198,0.240,0.961,98.54,30.05,2288.82,20.92
