Time_s,Voltage_V,Current_A,Power_W,SOC_Percent,DTB_Temp_C,TC0_Temp_C,TC1_Temp_C
5075.317,4.031,3.298,13.229,53.83,30.00,2289.12,21.26
5082.286,4.031,3.298,13.229,53.96,30.00,2289.11,21.27
5089.209,4.033,3.298,13.229,54.09,30.05,2289.11,21.28
5096.197,4.035,3.298,13.229,54.22,30.05,2289.09,21.27
5103.155,4.035,3.298,13.229,54.35,30.05,2289.11,21.25
5110.108,4.038,3.298,13.275,54.48,30.05,2289.10,21.27
5117.050,4.040,3.298,13.275,54.61,30.00,2289.09,21.29
5124.017,4.040,3.298,13.275,54.74,29.95,2289.10,21.28
5130.947,4.042,3.298,13.275,54.87,29.85,2289.09,21.29
5137.913,4.042,3.298,13.275,55.00,29.80,2289.10,21.28
5144.829,4.044,3.298,13.275,55.13,29.80,2289.10,21.27
5151.788,4.047,3.298,13.275,55.26,29.85,2289.09,21.26
5158.757,4.047,3.298,13.275,55.40,29.85,2289.10,21.26
5165.695,4.049,3.298,13.275,55.52,29.90,2289.08,21.25
5172.646,4.051,3.298,13.321,55.66,29.95,2289.08,21.23
5179.637,4.051,3.298,13.321,55.79,30.05,2289.08,21.22
5186.546,4.054,3.298,13.321,55.92,30.05,2289.10,21.19
5193.542,4.054,3.298,13.321,56.05,30.10,2289.08,21.20
5200.479,4.056,3.298,13.321,56.18,30.10,2289.09,21.21
5207.448,4.058,3.298,13.321,56.31,30.20,2289.08,21.22
5214.393,4.058,3.298,13.321,56.44,30.20,2289.08,21.23
5221.329,4.060,3.298,13.321,56.57,30.20,2289.08,21.23
5228.299,4.060,3.298,13.321,56.70,30.25,2289.08,21.24
5235.248,4.063,3.298,13.321,56.83,30.25,2289.08,21.24
5242.218,4.063,3.298,13.321,56.96,30.20,2289.07,21.23
5249.145,4.065,3.296,13.367,57.09,30.20,2289.07,21.24
5256.122,4.067,3.298,13.367,57.22,30.20,2289.08,21.23
5263.079,4.067,3.298,13.367,57.35,30.20,2289.09,21.24
5270.017,4.070,3.298,13.367,57.48,30.15,2289.07,21.25
5276.971,4.070,3.298,13.367,57.61,30.05,2289.08,21.27
5283.908,4.072,3.298,13.367,57.74,30.00,2289.07,21.26
5290.868,4.074,3.298,13.367,57.87,30.00,2289.08,21.23
5297.807,4.074,3.298,13.367,58.00,30.05,2289.06,21.27
5304.784,4.076,3.298,13.367,58.13,30.05,2289.08,21.27
5311.724,4.076,3.298,13.367,58.26,30.10,2289.07,21.27
5318.680,4.079,3.298,13.367,58.39,30.10,2289.08,21.25
5327.615,4.081,3.298,13.413,58.56,30.10,2289.08,21.25
5334.581,4.081,3.298,13.413,58.69,30.05,2289.08,21.26
5341.537,4.083,3.298,13.413,58.82,29.95,2289.07,21.26
5348.470,4.083,3.298,13.413,58.95,29.85,2289.07,21.28
5355.432,4.086,3.298,13.413,59.08,29.85,2289.06,21.26
5362.376,4.086,3.298,13.413,59.21,29.80,2289.06,21.24
5369.356,4.088,3.298,13.413,59.34,29.85,2289.05,21.22
5376.304,4.090,3.298,13.413,59.47,29.85,2289.06,21.21
5383.240,4.090,3.298,13.413,59.60,29.90,2289.05,21.20
5390.218,4.092,3.298,13.458,59.73,29.95,2289.06,21.22
5397.145,4.092,3.298,13.458,59.86,30.05,2289.06,21.23
5404.124,4.095,3.298,13.458,59.99,30.10,2289.04,21.21
5411.059,4.095,3.298,13.458,60.12,30.10,2289.05,21.21
5852.152,4.060,3.298,13.321,60.12,30.10,2289.00,21.14
5859.693,4.070,3.298,13.367,60.26,30.10,2288.99,21.16
5866.663,4.074,3.298,13.367,60.39,30.10,2288.97,21.18
5873.612,4.079,3.298,13.367,60.52,30.05,2288.99,21.17
5880.561,4.081,3.298,13.413,60.65,30.00,2288.97,21.20
5887.520,4.086,3.298,13.413,60.78,29.90,2288.98,21.21
5894.480,4.088,3.298,13.413,60.91,29.90,2288.99,21.21
5901.422,4.090,3.298,13.413,61.04,29.90,2288.97,21.22
5908.371,4.095,3.298,13.458,61.17,29.90,2288.97,21.23
5915.321,4.097,3.298,13.458,61.30,29.90,2288.98,21.23
5924.281,4.099,3.298,13.458,61.47,29.90,2288.97,21.23
5932.248,4.102,3.298,13.458,61.62,29.95,2288.96,21.23
5939.167,4.104,3.298,13.458,61.75,29.95,2288.98,21.22
5946.116,4.106,3.298,13.458,61.88,30.05,2288.97,21.18
5953.118,4.108,3.298,13.504,62.01,30.15,2288.96,21.16
5962.039,4.111,3.298,13.504,62.18,30.15,2288.98,21.17
5969.990,4.113,3.298,13.504,62.33,30.10,2288.97,21.14
5976.958,4.113,3.298,13.504,62.46,30.10,2288.96,21.18
5983.894,4.115,3.298,13.504,62.59,30.05,2288.97,21.17
5990.840,4.115,3.298,13.504,62.72,30.00,2288.95,21.18
5997.807,4.118,3.298,13.504,62.85,30.00,2288.95,21.19
6004.741,4.120,3.298,13.504,62.98,30.00,2288.97,21.18
6011.737,4.120,3.298,13.550,63.11,30.00,2288.96,21.16
6018.665,4.122,3.298,13.550,63.24,30.05,2288.96,21.16
6025.613,4.122,3.298,13.550,63.37,30.05,2288.95,21.15
6032.552,4.124,3.298,13.550,63.50,30.05,2288.95,21.16
6039.529,4.124,3.298,13.550,63.63,30.00,2288.95,21.15
6046.466,4.127,3.298,13.550,63.76,30.00,2288.94,21.14
6053.443,4.129,3.298,13.550,63.89,29.95,2288.95,21.15
6060.389,4.129,3.298,13.550,64.02,29.95,2288.95,21.19
6069.337,4.131,3.298,13.550,64.19,30.00,2288.95,21.17
6076.268,4.131,3.298,13.550,64.32,30.00,2288.94,21.17
6083.219,4.134,3.298,13.550,64.45,30.00,2288.94,21.18
6090.167,4.134,3.298,13.596,64.58,30.05,2288.95,21.17
6097.140,4.136,3.298,13.596,64.71,30.00,2288.95,21.16
6104.099,4.136,3.298,13.596,64.84,30.00,2288.95,21.17
6111.040,4.138,3.298,13.596,64.97,30.00,2288.93,21.17
6117.998,4.138,3.298,13.596,65.10,29.95,2288.94,21.17
6124.963,4.141,3.298,13.596,65.23,29.95,2288.93,21.16
6131.898,4.141,3.298,13.596,65.36,29.95,2288.93,21.16
6138.876,4.143,3.298,13.596,65.49,29.95,2288.93,21.15
6145.805,4.143,3.298,13.596,65.62,30.00,2288.94,21.15
6152.761,4.143,3.298,13.596,65.75,29.95,2288.94,21.19
6159.720,4.145,3.298,13.596,65.88,29.95,2288.93,21.20
6166.679,4.147,3.298,13.596,66.01,29.90,2288.92,21.21
6173.626,4.147,3.298,13.596,66.14,29.90,2288.93,21.24
6180.567,4.150,3.298,13.641,66.27,30.00,2288.93,21.22
6187.510,4.150,3.298,13.641,66.40,30.00,2288.91,21.21
6194.488,4.150,3.298,13.641,66.54,30.10,2288.93,21.21
6201.440,4.152,3.298,13.641,66.67,30.10,2288.92,21.21
6208.403,4.152,3.298,13.641,66.80,30.05,2288.92,21.24
6215.332,4.154,3.298,13.641,66.93,30.05,2288.92,21.22
6222.314,4.154,3.298,13.641,67.06,30.05,2288.92,21.24
6229.244,4.157,3.298,13.641,67.19,30.05,2288.92,21.22
6236.211,4.157,3.298,13.641,67.32,30.00,2288.92,21.22
6243.172,4.159,3.298,13.641,67.45,30.00,2288.92,21.23
6250.139,4.159,3.298,13.641,67.58,30.00,2288.90,21.20
6257.078,4.161,3.298,13.641,67.71,30.05,2288.90,21.19
6264.038,4.161,3.298,13.687,67.84,30.05,2288.90,21.21
6270.990,4.163,3.298,13.687,67.97,30.05,2288.91,21.20
6277.947,4.166,3.298,13.687,68.10,30.05,2288.89,21.21
6284.872,4.166,3.298,13.687,68.23,30.05,2288.90,21.24
6291.839,4.168,3.298,13.687,68.36,30.05,2288.90,21.25
6298.807,4.168,3.298,13.687,68.49,30.05,2288.91,21.24
6305.732,4.170,3.296,13.687,68.62,30.05,2288.88,21.24
6312.712,4.170,3.298,13.687,68.75,30.00,2288.90,21.23
6319.660,4.173,3.298,13.687,68.88,30.00,2288.89,21.24
6326.589,4.175,3.298,13.687,69.01,30.00,2288.88,21.24
6333.552,4.175,3.298,13.733,69.14,29.90,2288.90,21.23
6340.490,4.177,3.298,13.733,69.27,29.90,2288.89,21.22
6347.478,4.177,3.298,13.733,69.40,29.80,2288.89,21.19
6354.424,4.179,3.298,13.733,69.53,29.80,2288.89,21.20
6363.352,4.182,3.298,13.733,69.70,29.85,2288.89,21.22
6370.319,4.182,3.298,13.733,69.83,29.90,2288.89,21.19
6377.278,4.184,3.298,13.733,69.96,29.90,2288.88,21.16
6384.213,4.184,3.298,13.733,70.09,29.90,2288.88,21.18
6825.524,4.136,3.298,13.596,70.09,29.85,2288.79,21.16
6834.822,4.147,3.298,13.596,70.27,29.85,2288.79,21.16
6841.790,4.154,3.298,13.641,70.40,29.85,2288.78,21.16
6848.740,4.159,3.298,13.641,70.53,29.95,2288.79,21.16
6855.685,4.163,3.298,13.641,70.66,29.95,2288.78,21.15
6862.648,4.168,3.298,13.687,70.79,30.00,2288.77,21.14
6869.624,4.170,3.298,13.687,70.92,30.05,2288.77,21.14
6876.542,4.175,3.298,13.687,71.05,30.15,2288.76,21.14
6883.494,4.179,3.298,13.733,71.18,30.15,2288.77,21.13
6890.459,4.182,3.298,13.733,71.31,30.15,2288.77,21.13
6897.411,4.184,3.298,13.733,71.44,30.15,2288.78,21.13
6906.367,4.189,3.298,13.733,71.61,30.20,2288.76,21.15
6913.316,4.191,3.298,13.779,71.74,30.15,2288.76,21.15
6920.276,4.195,3.298,13.779,71.87,30.15,2288.77,21.14
6927.242,4.198,3.298,13.779,72.00,30.10,2288.76,21.11
6934.180,4.195,3.243,13.550,72.13,30.10,2288.77,21.12
6941.149,4.198,3.204,13.413,72.25,30.10,2288.75,21.12
6948.094,4.198,3.168,13.229,72.38,30.10,2288.77,21.06
6957.042,4.198,3.124,13.046,72.54,30.05,2288.74,21.09
6964.975,4.198,3.085,12.909,72.68,30.05,2288.75,21.13
6971.936,4.198,3.056,12.772,72.80,30.05,2288.75,21.12
6980.882,4.195,3.017,12.589,72.96,30.05,2288.75,21.13
6988.845,4.198,2.985,12.451,73.09,30.05,2288.75,21.13
6995.786,4.195,2.962,12.360,73.21,30.00,2288.73,21.11
7002.774,4.195,2.939,12.268,73.33,30.00,2288.75,21.10
7009.688,4.195,2.914,12.177,73.44,30.00,2288.75,21.10
7016.645,4.195,2.889,12.085,73.56,29.95,2288.75,21.09
7023.594,4.198,2.863,11.948,73.67,29.95,2288.74,21.08
7030.550,4.198,2.840,11.856,73.78,29.90,2288.74,21.09
7037.510,4.198,2.818,11.765,73.89,29.90,2288.72,21.08
7044.452,4.195,2.797,11.673,74.01,29.95,2288.73,21.10
7051.423,4.195,2.774,11.582,74.12,29.95,2288.72,21.09
7058.380,4.198,2.753,11.490,74.22,29.95,2288.73,21.12
7065.318,4.195,2.731,11.398,74.33,29.95,2288.72,21.10
7072.265,4.198,2.712,11.307,74.44,29.95,2288.73,21.08
7081.234,4.198,2.685,11.215,74.58,29.95,2288.72,21.08
7088.190,4.198,2.669,11.124,74.68,30.00,2288.72,21.07
7097.121,4.198,2.641,11.032,74.82,30.05,2288.72,21.05
7104.092,4.195,2.621,10.941,74.92,30.05,2288.71,21.03
7111.034,4.195,2.600,10.849,75.03,30.05,2288.72,21.03
7118.012,4.195,2.582,10.758,75.13,30.05,2288.72,21.03
7124.922,4.195,2.563,10.712,75.23,30.05,2288.72,21.05
7131.896,4.195,2.543,10.620,75.33,30.00,2288.72,21.05
7138.833,4.195,2.525,10.529,75.43,29.95,2288.72,21.05
7145.781,4.195,2.506,10.483,75.53,29.90,2288.72,21.06
7152.750,4.198,2.490,10.391,75.63,29.90,2288.72,21.07
7159.692,4.198,2.470,10.300,75.73,29.90,2288.72,21.10
7166.651,4.198,2.454,10.254,75.82,29.90,2288.72,21.11
7173.619,4.195,2.435,10.162,75.92,29.90,2288.73,21.12
7180.540,4.195,2.419,10.117,76.02,29.85,2288.73,21.12
7187.545,4.195,2.403,10.025,76.11,29.90,2288.72,21.12
7194.480,4.198,2.385,9.934,76.21,29.95,2288.71,21.11
7201.433,4.198,2.367,9.888,76.30,29.95,2288.72,21.10
7208.389,4.198,2.353,9.796,76.39,29.95,2288.72,21.10
7217.332,4.195,2.330,9.705,76.51,30.00,2288.72,21.10
7224.268,4.198,2.316,9.659,76.60,30.05,2288.72,21.10
7231.226,4.195,2.298,9.567,76.70,30.05,2288.71,21.09
7238.196,4.195,2.282,9.522,76.79,30.05,2288.72,21.05
7245.148,4.198,2.271,9.476,76.88,30.05,2288.72,21.06
7252.100,4.198,2.250,9.384,76.97,30.05,2288.72,21.07
7259.071,4.195,2.238,9.338,77.05,30.10,2288.71,21.07
7266.002,4.198,2.225,9.293,77.14,30.10,2288.70,21.07
7272.953,4.198,2.209,9.201,77.23,30.10,2288.71,21.05
7279.915,4.198,2.195,9.155,77.32,30.10,2288.72,21.07
7286.892,4.198,2.181,9.110,77.40,30.10,2288.73,21.10
7293.822,4.198,2.165,9.018,77.49,30.15,2288.70,21.08
7300.796,4.198,2.152,8.972,77.57,30.15,2288.70,21.09
7307.757,4.198,2.138,8.926,77.66,30.15,2288.70,21.10
7314.723,4.195,2.124,8.835,77.74,30.10,2288.69,21.12
7323.672,4.198,2.108,8.789,77.85,30.00,2288.69,21.14
7330.628,4.198,2.094,8.743,77.93,30.00,2288.69,21.14
7337.564,4.195,2.081,8.652,78.02,30.00,2288.70,21.14
7344.515,4.198,2.067,8.606,78.10,30.00,2288.70,21.14
7351.490,4.198,2.053,8.560,78.18,30.00,2288.71,21.13
7358.436,4.198,2.039,8.514,78.26,30.00,2288.67,21.08
7365.393,4.195,2.028,8.469,78.34,30.00,2288.69,21.08
7372.342,4.198,2.016,8.423,78.42,30.05,2288.69,21.11
7379.268,4.195,2.003,8.331,78.50,30.05,2288.68,21.10
7386.247,4.195,1.989,8.286,78.58,30.00,2288.68,21.09
7393.194,4.198,1.980,8.240,78.66,30.00,2288.68,21.07
7400.152,4.198,1.968,8.194,78.74,29.95,2288.69,21.06
7407.101,4.195,1.957,8.148,78.81,29.95,2288.67,21.06
7414.081,4.195,1.946,8.102,78.89,29.90,2288.67,21.05
7421.001,4.195,1.934,8.057,78.97,29.90,2288.69,21.05
7427.949,4.195,1.923,8.011,79.04,29.90,2288.67,21.03
7434.902,4.198,1.911,7.965,79.12,29.90,2288.69,21.06
7441.880,4.195,1.900,7.919,79.19,29.90,2288.67,21.07
7448.847,4.195,1.888,7.874,79.27,29.85,2288.67,21.07
7455.780,4.198,1.879,7.828,79.34,29.85,2288.66,21.07
7462.745,4.195,1.868,7.782,79.42,29.85,2288.68,21.04
7469.691,4.198,1.856,7.736,79.49,29.85,2288.68,21.04
7476.640,4.195,1.847,7.690,79.56,29.95,2288.68,21.03
7485.574,4.198,1.838,7.645,79.66,29.95,2288.67,21.02
7493.574,4.195,1.824,7.599,79.74,29.95,2288.66,21.04
7500.514,4.195,1.815,7.553,79.81,30.00,2288.67,21.03
7509.466,4.195,1.804,7.507,79.91,30.00,2288.68,21.02
7517.420,4.195,1.794,7.462,79.99,30.00,2288.67,21.01
7524.371,4.195,1.781,7.416,80.06,30.05,2288.67,21.02
7965.505,4.195,2.383,9.934,80.06,30.00,2288.58,21.04
7973.036,4.198,2.271,9.476,80.15,30.00,2288.58,21.04
7980.006,4.195,2.202,9.155,80.24,30.00,2288.58,21.01
7986.966,4.198,2.147,8.926,80.33,30.00,2288.58,21.01
7993.913,4.198,2.103,8.743,80.41,30.00,2288.58,21.00
8000.869,4.198,2.062,8.606,80.49,30.00,2288.58,21.00
8009.803,4.195,2.016,8.423,80.60,30.00,2288.57,20.98
8017.759,4.198,1.982,8.240,80.69,30.00,2288.56,21.01
8024.732,4.198,1.950,8.148,80.77,30.00,2288.57,21.01
8031.674,4.198,1.927,8.011,80.84,30.00,2288.58,21.01
8038.644,4.198,1.902,7.919,80.92,30.00,2288.59,21.02
8045.566,4.195,1.879,7.828,80.99,30.00,2288.57,21.02
8052.518,4.195,1.859,7.736,81.07,30.00,2288.57,21.04
8059.501,4.198,1.838,7.645,81.14,30.00,2288.57,21.03
8066.455,4.195,1.817,7.553,81.21,30.00,2288.56,21.05
8073.406,4.195,1.801,7.507,81.28,30.00,2288.57,21.05
8080.345,4.195,1.785,7.416,81.35,29.95,2288.56,21.03
8087.315,4.195,1.769,7.370,81.43,29.90,2288.57,21.01
8094.253,4.195,1.753,7.278,81.49,29.90,2288.56,21.00
8101.210,4.198,1.737,7.233,81.56,29.90,2288.56,21.01
8108.169,4.198,1.723,7.187,81.63,29.90,2288.57,21.02
8115.148,4.195,1.712,7.141,81.70,29.90,2288.57,21.02
8122.074,4.195,1.698,7.050,81.77,29.85,2288.56,21.03
8129.022,4.195,1.685,7.004,81.83,29.85,2288.56,21.04
8135.978,4.198,1.673,6.958,81.90,29.90,2288.57,21.02
8142.929,4.195,1.662,6.912,81.97,29.95,2288.56,21.01
8149.863,4.198,1.653,6.867,82.03,30.10,2288.54,21.01
8156.843,4.195,1.643,6.821,82.10,30.15,2288.54,21.00
8163.809,4.195,1.634,6.821,82.16,30.15,2288.55,21.00
8170.721,4.195,1.625,6.775,82.23,30.15,2288.55,20.99
8179.671,4.195,1.611,6.683,82.31,30.20,2288.55,20.98
8186.631,4.195,1.604,6.683,82.37,30.20,2288.54,20.98
8193.572,4.195,1.598,6.638,82.43,30.20,2288.53,20.98
8200.545,4.198,1.591,6.638,82.50,30.20,2288.54,20.97
8207.475,4.195,1.582,6.592,82.56,30.20,2288.54,20.97
8214.449,4.198,1.575,6.546,82.62,30.15,2288.55,20.99
8221.399,4.195,1.566,6.500,82.69,30.15,2288.53,20.99
8228.360,4.195,1.561,6.500,82.75,30.10,2288.54,20.98
8235.284,4.195,1.556,6.455,82.81,30.05,2288.54,21.01
8242.274,4.195,1.550,6.455,82.87,29.95,2288.53,21.01
8249.206,4.195,1.543,6.409,82.93,29.90,2288.53,21.02
8256.160,4.198,1.538,6.409,82.99,29.90,2288.53,21.02
8263.099,4.198,1.534,6.363,83.05,29.90,2288.53,21.04
8272.083,4.195,1.524,6.317,83.13,29.90,2288.54,21.04
8280.004,4.198,1.520,6.317,83.20,29.90,2288.55,21.01
8286.949,4.195,1.515,6.317,83.26,29.95,2288.53,21.02
8293.929,4.198,1.511,6.271,83.32,29.95,2288.54,21.00
8302.865,4.195,1.504,6.271,83.40,29.95,2288.55,21.02
8309.799,4.195,1.499,6.226,83.45,30.00,2288.54,21.03
8316.765,4.195,1.497,6.226,83.51,30.00,2288.54,20.99
8323.741,4.198,1.492,6.180,83.57,30.00,2288.54,20.99
8330.672,4.195,1.488,6.180,83.63,30.00,2288.53,20.98
8337.624,4.195,1.483,6.180,83.69,29.95,2288.54,20.98
8344.566,4.195,1.479,6.134,83.75,29.95,2288.53,21.00
8351.525,4.195,1.476,6.134,83.81,29.90,2288.53,21.01
8358.469,4.195,1.472,6.134,83.87,29.90,2288.53,21.00
8367.478,4.198,1.469,6.088,83.94,29.95,2288.53,21.00
8375.404,4.198,1.467,6.088,84.01,30.00,2288.51,20.99
8382.326,4.195,1.460,6.088,84.06,30.10,2288.53,21.00
8389.283,4.198,1.458,6.043,84.12,30.10,2288.52,21.00
8396.242,4.195,1.456,6.043,84.18,30.10,2288.52,20.99
8403.186,4.195,1.453,6.043,84.24,30.10,2288.53,20.98
8410.169,4.195,1.453,6.043,84.29,30.10,2288.54,21.00
8417.126,4.195,1.449,6.043,84.35,30.10,2288.52,20.99
8424.062,4.198,1.444,5.997,84.41,30.10,2288.52,21.00
8431.009,4.195,1.444,5.997,84.47,30.05,2288.52,21.02
8437.968,4.198,1.440,5.997,84.52,30.05,2288.52,21.03
8444.916,4.195,1.435,5.951,84.58,30.05,2288.52,21.01
8451.867,4.198,1.435,5.951,84.64,30.10,2288.52,20.98
8458.825,4.198,1.431,5.951,84.69,30.10,2288.52,21.00
8465.789,4.195,1.428,5.951,84.75,30.05,2288.51,21.03
8472.734,4.195,1.424,5.905,84.81,30.00,2288.52,21.02
8479.683,4.198,1.421,5.905,84.86,30.00,2288.51,21.00
8486.632,4.195,1.419,5.905,84.92,30.00,2288.51,20.99
8493.580,4.195,1.414,5.859,84.97,30.00,2288.51,21.00
8500.556,4.195,1.414,5.859,85.03,30.00,2288.49,20.98
8507.491,4.195,1.412,5.859,85.09,30.00,2288.51,20.96
8516.437,4.198,1.410,5.859,85.16,30.00,2288.52,20.98
8524.377,4.195,1.405,5.859,85.22,29.95,2288.50,21.01
8531.345,4.195,1.401,5.814,85.28,29.95,2288.50,21.03
8538.285,4.195,1.401,5.814,85.33,29.95,2288.51,21.03
8545.254,4.195,1.398,5.814,85.39,30.00,2288.50,21.04
8554.206,4.195,1.396,5.814,85.46,30.00,2288.51,21.00
8562.160,4.195,1.392,5.768,85.52,29.95,2288.51,21.03
8569.077,4.198,1.392,5.768,85.58,29.90,2288.51,21.05
8576.066,4.195,1.389,5.768,85.63,29.85,2288.50,21.04
8582.983,4.195,1.385,5.768,85.69,29.85,2288.50,21.02
8589.950,4.198,1.382,5.722,85.74,29.90,2288.51,21.03
8596.891,4.198,1.382,5.722,85.80,29.90,2288.49,21.01
8605.850,4.198,1.380,5.722,85.87,29.90,2288.50,21.01
8613.792,4.195,1.378,5.722,85.93,29.95,2288.50,20.99
8620.772,4.198,1.373,5.722,85.98,29.95,2288.50,20.99
8627.721,4.195,1.373,5.722,86.04,30.00,2288.49,21.01
8634.648,4.198,1.369,5.676,86.09,30.00,2288.49,21.02
8641.637,4.195,1.369,5.676,86.15,29.95,2288.50,21.04
8648.584,4.198,1.364,5.676,86.20,29.95,2288.49,21.04
8655.520,4.198,1.364,5.676,86.25,29.95,2288.49,21.03
8662.475,4.195,1.362,5.676,86.31,29.95,2288.50,21.04
8669.447,4.195,1.362,5.631,86.36,29.95,2288.49,21.03
8676.416,4.195,1.357,5.631,86.41,30.05,2288.50,20.99
8683.337,4.195,1.353,5.631,86.47,30.10,2288.49,20.99
8690.304,4.195,1.350,5.631,86.52,30.10,2288.49,21.00
8697.273,4.195,1.350,5.585,86.57,30.10,2288.50,20.99
8704.180,4.195,1.350,5.585,86.63,30.10,2288.49,20.98
8711.153,4.195,1.346,5.585,86.68,30.10,2288.49,20.98
8718.108,4.195,1.344,5.585,86.73,30.10,2288.48,20.97
8725.049,4.195,1.344,5.585,86.79,30.10,2288.49,20.95
8732.022,4.198,1.339,5.539,86.84,30.10,2288.48,20.97
8738.969,4.195,1.339,5.539,86.89,30.10,2288.46,20.98
8745.934,4.195,1.337,5.539,86.95,30.05,2288.46,21.00
8752.883,4.195,1.337,5.539,87.00,30.05,2288.46,21.00
8759.824,4.198,1.334,5.539,87.05,30.00,2288.46,21.02
8768.788,4.195,1.328,5.493,87.12,30.00,2288.44,21.01
8776.730,4.198,1.328,5.493,87.18,30.00,2288.44,21.02
8785.692,4.195,1.325,5.493,87.25,30.00,2288.43,21.01
8792.630,4.198,1.323,5.493,87.30,29.95,2288.43,21.01
8799.606,4.198,1.321,5.493,87.35,29.95,2288.43,21.01
8806.536,4.195,1.318,5.493,87.40,29.95,2288.43,21.03
8813.502,4.198,1.318,5.493,87.46,29.95,2288.44,21.01
8820.452,4.198,1.314,5.447,87.51,29.95,2288.41,21.01
8827.391,4.195,1.312,5.447,87.56,29.95,2288.42,21.03
8834.370,4.195,1.312,5.447,87.61,29.95,2288.41,21.02
8841.298,4.195,1.309,5.447,87.66,29.95,2288.42,21.01
8848.277,4.198,1.305,5.402,87.71,29.95,2288.41,20.98
8855.217,4.198,1.305,5.402,87.77,29.95,2288.40,21.00
8862.189,4.198,1.305,5.402,87.82,30.00,2288.40,21.00
8869.158,4.195,1.300,5.402,87.87,30.00,2288.38,21.01
8878.077,4.195,1.298,5.402,87.94,30.00,2288.38,21.03
8885.035,4.195,1.295,5.356,87.99,30.00,2288.37,21.02
8891.984,4.195,1.293,5.356,88.04,30.00,2288.37,21.03
8898.933,4.198,1.291,5.356,88.09,30.00,2288.36,21.06
8907.895,4.195,1.286,5.356,88.15,29.90,2288.37,21.08
8915.861,4.195,1.286,5.356,88.21,29.90,2288.35,21.04
8924.798,4.195,1.282,5.310,88.28,29.90,2288.33,21.05
8931.738,4.195,1.284,5.310,88.33,29.90,2288.33,21.03
8940.697,4.195,1.277,5.310,88.39,29.85,2288.33,21.05
8947.677,4.198,1.275,5.310,88.44,29.85,2288.32,21.06
8954.593,4.195,1.273,5.264,88.49,29.80,2288.32,21.06
8961.541,4.195,1.273,5.264,88.54,29.80,2288.31,21.00
8968.508,4.198,1.270,5.264,88.60,29.85,2288.33,21.00
8975.475,4.195,1.268,5.264,88.65,29.90,2288.30,20.98
8982.403,4.198,1.266,5.264,88.70,29.95,2288.29,20.99
8989.381,4.198,1.263,5.219,88.75,30.00,2288.28,20.97
8996.309,4.195,1.261,5.219,88.79,30.05,2288.29,20.98
9005.298,4.195,1.259,5.219,88.86,30.10,2288.29,20.99
9013.244,4.195,1.254,5.219,88.92,30.10,2288.28,20.99
9020.192,4.195,1.254,5.219,88.97,30.10,2288.26,20.97
9027.161,4.198,1.254,5.219,89.02,30.10,2288.28,20.94
9034.100,4.198,1.252,5.219,89.06,30.05,2288.27,20.95
9041.037,4.198,1.250,5.173,89.11,30.05,2288.27,20.91
9048.007,4.195,1.250,5.173,89.16,30.05,2288.25,20.91
9054.982,4.198,1.247,5.173,89.21,30.10,2288.26,20.92
9061.904,4.195,1.243,5.173,89.26,30.15,2288.25,20.92
9068.864,4.195,1.243,5.173,89.31,30.15,2288.24,20.93
9077.802,4.195,1.238,5.127,89.37,30.15,2288.25,20.93
9084.754,4.195,1.238,5.127,89.42,30.10,2288.23,20.92
9091.715,4.195,1.236,5.127,89.47,30.05,2288.22,20.91
9100.679,4.198,1.234,5.127,89.53,30.00,2288.23,20.91
9108.604,4.195,1.231,5.081,89.59,30.00,2288.23,20.91
9115.578,4.195,1.229,5.081,89.64,30.00,2288.22,20.93
9122.536,4.195,1.227,5.081,89.69,30.00,2288.22,20.92
9129.462,4.198,1.225,5.081,89.74,30.00,2288.22,20.91
9136.417,4.195,1.222,5.081,89.78,30.00,2288.22,20.90
9143.367,4.195,1.220,5.035,89.83,30.00,2288.22,20.91
9150.328,4.195,1.218,5.035,89.88,30.00,2288.21,20.95
9157.286,4.198,1.215,5.035,89.93,30.00,2288.21,20.94
9164.240,4.195,1.211,5.035,89.98,30.00,2288.22,20.93
9171.205,4.198,1.209,4.990,90.02,30.00,2288.21,20.94
9611.919,4.198,1.744,7.278,90.02,30.10,2288.23,20.83
9619.854,4.195,1.655,6.867,90.10,30.10,2288.22,20.84
9626.824,4.195,1.611,6.683,90.17,30.05,2288.22,20.87
9633.774,4.198,1.575,6.546,90.23,30.05,2288.22,20.85
9640.725,4.195,1.545,6.409,90.29,29.95,2288.21,20.86
9647.688,4.198,1.517,6.317,90.35,29.95,2288.22,20.84
9654.624,4.195,1.497,6.226,90.41,29.90,2288.21,20.85
9661.574,4.198,1.472,6.134,90.47,29.95,2288.23,20.86
9668.538,4.198,1.453,6.043,90.53,30.00,2288.23,20.86
9675.480,4.195,1.440,5.997,90.58,30.00,2288.23,20.88
9682.456,4.198,1.424,5.905,90.64,29.95,2288.24,20.88
9689.398,4.195,1.405,5.859,90.70,29.90,2288.23,20.89
9696.361,4.198,1.394,5.768,90.75,29.90,2288.24,20.91
9705.305,4.195,1.378,5.722,90.82,29.95,2288.23,20.88
9712.251,4.198,1.366,5.676,90.88,29.95,2288.22,20.89
9719.214,4.195,1.353,5.631,90.93,30.00,2288.24,20.87
9726.154,4.195,1.341,5.585,90.98,30.00,2288.24,20.86
9733.107,4.195,1.332,5.539,91.04,30.10,2288.24,20.87
9740.111,4.195,1.321,5.493,91.09,30.15,2288.24,20.90
